pair_id,url1_lang,google_lang1,url2_lang,google_lang2,title1,title2,translated1,translated2
1483839276_1484178002,pl,pl,pl,pl,"Kim zapowiada broń nowej generacji. Trump: mam nadzieję, że jest człowiekiem honoru",Krzysztof Śmiszek kandydatem Lewicy na prezydenta? Tajemniczy wpis polityka,Kim announces a new generation weapon.Trump: I hope he is a man of honor,Krzysztof Śmiszek with the President's Left Candidate?A mysterious policy of politics
1483866530_1483878302,pl,pl,pl,pl,Atak na ambasadę USA w Iraku. Ameryka wysyła dodatkowe wojska,Napięta atmosfera przed ambasadą USA w Bagdadzie. Użyto gazu łzawiącego,Attack on the US Embassy in Iraq.America sends additional army,A tense atmosphere in front of the US Embassy in Baghdad.Loosy gas was used
1483798039_1484272579,pl,pl,pl,pl,Kim Dzong Un: Świat ujrzy wkrótce nową broń strategiczną,Amerykańscy żołnierze użyli gazu łzawiącego przeciw uczestnikom protestu w Bagdadzie,Kim Dzong Un: The world will soon see a new strategic weapon soon,American soldiers used tear gas against protest participants in Baghdad
1483933002_1484003510,pl,pl,pl,pl,Papież o przemocy wobec kobiet,Ajatollah Chamenei potępia amerykańskie naloty w Iraku,Pope with violence against women,Ajatollah Chamenei condemns American Nalots in Iraq
1483947825_1484099389,pl,pl,pl,pl,"Czerwińsk nad Wisłą, Klimontów, Lutów i Piątek",Od 1 stycznia wzrosną wynagrodzenia najmniej zarabiających nauczycieli,"Czerwińsk on the Vistula River, Klimontów, Lots and Friday",The least earning teachers will increase from January 1
1483881217_1484113388,pl,pl,pl,pl,Irak: Drugi dzień protestów przed ambasadą USA w Bagdadzie,Irak. Protestujący wycofali się spod amerykańskiej ambasady,Iraq: The second day of protests before the US Embassy in Baghdad,Iraq.Protesters withdrew from the American embassy
1483882701_1483911345,pl,pl,pl,pl,,"Zakaz handlu w niedziele 2020. Sprawdź, kiedy zrobisz zakupy", ,Prohibition of trade on Sunday 2020. Check when you do shopping
1483745349_1483932756,pl,pl,pl,pl,"Roksana Węgiel sporo ryzykowała, ale opłaciło się. Wiemy, ile nastolatka zarobiła za dwa występy na Sylwestra","Roksana Węgiel może się uczyć od Viki Gabor. 12-latka błyszczała na scenie, nie potrzebowała wyzywającego stroju","Roksana Coal risked a lot, but it paid off.We know how much a teenager earned two performances for New Year's Eve","Roksana Coal can be learned from Viki Gabor.The 12-year-old shines on the stage, did not need the outfit"
1483859324_1484151046,pl,pl,pl,pl,Jerzy Bukowski: Wszechobecny Tusk,Trzmiel: Grodzki jest podgryzany przez zwolenników Tuska,Jerzy Bukowski: Ubiquitous Tusk,Bumblebee: Grodzki is bound by Tusk's supporters
1483941840_1484159343,pl,pl,pl,pl,Media: Będzie kolejny film o Harrym Potterze?,"Nowy Rok z przytupem: wydał 100 rubli, zarobił miliard",Media: will be another movie about Harry Potter?,"New year with skis: it released 100 rubles, earned billion"
1483832399_1483934630,pl,pl,pl,pl,Pięć osób podtrutych czadem w pożarze w Aleksandrowie Kujawskim,,Five People Putting Chad in a fire in Aleksandrów Kujawski, 
1483902465_1484029102,pl,pl,pl,pl,Marek Jędraszewski znów o ekologii. Zaskakujące słowa na mszy noworocznej,"Wraca sprawa wypowiedzi abp. Jędraszewskiego. ""Wyrażamy głęboki niepokój...""",Marek Jędraszewski again about ecology.Surprising words on the New Year's Mass,"ABP comes back.Jędraszewski.""We express deep anxiety ..."""
1483837002_1484127346,pl,pl,pl,pl,,, , 
1483829594_1484344081,pl,pl,pl,pl,Badania środowiskowe tras kolejowych CPK ruszą w pierwszej połowie 2020,Smog w Polsce: jaka jest dziś jakość powietrza?,Environmental research CPK railway routes will start in the first half of 2020,Smog in Poland: What is the air quality today?
1483826192_1484015954,pl,pl,pl,pl,"Prezydent RP: Słowem, które będziemy odmieniać najczęściej w 2020 r. będzie słowo sukces",Prezydent Duda w noworocznym orędziu słusznie „olał” Putina,"President of the Republic of Poland: Word, which we will change most often in 2020 will be the word success","President Duda in the New Year's messenger rightly ""Old"" Putin"
1483932523_1484109472,pl,pl,pl,pl,"Zenek Martyniuk zmiażdżył konkurencję. Miliony widzów wybrały ""Sylwester Marzeń z Dwójką""",Miliony widzów wybrały „Sylwestra Marzeń z Dwójką”. TVP zdystansowała konkurencję,"Zenek Martyniuk crushed competition.Millions of viewers chose ""Sylwester Dreams with two""","Millions of viewers chose ""New Year's Eve dreams with two"".TVP distanced competition"
1483899162_1484350179,pl,pl,pl,pl,Indonezja: Powodzie zabiły co najmniej cztery osoby,Indonezja: Powódź w Dżakarcie. Ewakuowano tysiące ludzi,Indonesia: floods killed at least four people,Indonesia: Flood in Jakarta.Thousands of people evacuated
1483941813_1483947637,pl,pl,pl,pl,Prezydenci Rosji i Ukrainy po raz pierwszy od 2014 roku złożyli sobie życzenia z okazji Nowego Roku,Naczelny Rabin RP oburzony słowami Putina o notatce ambasadora RP w Berlinie,"Presidents of Russia and Ukraine for the first time since 2014, they made wishes for the New Year",Chief RABIN RP Indigned with Putin's words about the NOTE Ambassador of the Republic of Poland in Berlin
1483865043_1483901660,pl,pl,pl,pl,O północy tysiące fajerwerków rozświetliło niebo nad Poznaniem (zdjęcia),Ruszyły zapisy do Nocnego Wrocław Półmaratonu,"At midnight, thousands of fireworks illuminated the sky over Poznań (photos)",Records for the night wrocław of the half-marathon started
1483917381_1484140132,pl,pl,pl,pl,Ali Chamenei potępia amerykańskie naloty w Iraku i Syrii,Irak: Wszyscy demonstranci opuścili okolice ambasady USA,Ali Chamenei condemns American Nalots in Iraq and Syria,Iraq: All demonstrators left the area of the US embassy
1483868170_1484091867,pl,pl,pl,pl,"Mikrorachunki, biała lista podatników VAT. Zmiany w podatkach 2020",WADA odnowiła listę substancji zakazanych,"Microwavians, white list of VAT taxpayers.Changes in taxes 2020",WADA renewed a list of prohibited substances
1483869584_1483869597,pl,pl,pl,pl,,, , 
1483872159_1483883557,pl,pl,pl,pl,Bójki i awantury podczas Sylwestra w Zakopanem,,Fighters and fights during New Year's Eve in Zakopane, 
1483885494_1484113388,pl,pl,pl,pl,"Irak: Drugi dzień protestów przed ambasadą USA w Bagdadzie, żołnierze użyli gazu",Irak. Protestujący wycofali się spod amerykańskiej ambasady,"Iraq: The second day of protests in front of the US Embassy in Baghdad, soldiers used gas",Iraq.Protesters withdrew from the American embassy
1483894135_1483933015,pl,pl,pl,pl,"Sylwestrowa noc w regionie koszalińskim. 9-latek poparzony przez petardę, ratownik medyczny zaatakowany",Petarda niemal urwała dłoń starszemu mężczyźnie,"New Year's Eve night in the Koszalin region.9-year-old burned by firecracker, medical rescuer attacked",The firecracker almost broke his hand to the older man
1483932520_1484034781,pl,pl,pl,pl,"Hanna Lis obejrzała sylwestrowy koncert na TVP i porównuje Kurskiego do hitlerowców. Zmiażdżyła go w swoim wpisie na Twitterze. ""Bez jednego wystrzału""",Hanna Lis obejrzała sylwestrowy koncert na TVP. Zestawiła Kurskiego z hitlerowcami,"Hanna Lis looked at the New Year's TVP concert and compares Kurski to Nazis.She crushed him in his Twitter entry.""No one shot""",Hanna Lis looked at the New Year's concert on TVP.She combined Kurski with Nazis
1483945069_1483989128,pl,pl,pl,pl,,"Pościg za pijanym kierowcą w sylwestrową noc, uszkodzony radiowóz", ,"Chase after a drunk driver on New Year's Eve night, damaged police car"
1483781223_1484125412,pl,pl,pl,pl,Pełna sala podczas sylwestrowego koncertu w Filharmonii Opolsk…,"Zagłada ptaków w Polsce. W środę zabijały je wybuchy, w czwartek katami będą...",Full Hall during New Year's Eve concert in Philharmonic Opolsk ...,"Hollow birds in Poland.On Wednesday, the explosions were killed on Thursday, they will be ..."
1483922997_1483953552,pl,pl,pl,pl,"Szef BBN o planach na 2020. Zmiany w systemie dowodzenia, nowy dowódca sił połączonych",Śląskie MEMY. Śląskie żarty rozchmurzą każdego ponuraka. Czy rozumiesz je wszystkie? Zobacz najlepsze memy po śląsku,"BBN head with plans for 2020. Changes in the command system, new commander of the combined forces",Silesian memes.Silesian jokes will spread every gloomy.Do you understand them all?See the best memes in Silesia
1483805216_1483799609,pl,pl,pl,pl,"W Nowy Rok aplikacje Uber i Bolt nielegalne? Lex Uber działa od 1 stycznia. Sprawdź, co to oznacza","""Lex Uber"" wchodzi w życie. Aplikacje do przewozu osób nielegalne?","In the New Year, Uber and Bolt Illegal applications?Lex Uber works from January 1.Check what it means","""Lex Uber"" comes into force.Applications for transporting persons illegal?"
1483772389_1483772403,pl,pl,pl,pl,Wyspa Ożywisów. Wernisaż wystawy Wojciecha Kołyszko,Grzegorz Radecki - Zaciekawienia - malarstwo,Annivity island.Vernissage of the Wojciech Kołyszko exhibition,Grzegorz Radecki - Cutting - painting
1483943103_1483941840,pl,pl,pl,pl,"""Harry Potter"" wycofany z listy lektur w szkole w Lisowie. Rodzice byli zaniepokojeni ""praktykami okultystycznymi i satanistycznymi""",Media: Będzie kolejny film o Harrym Potterze?,"""Harry Potter"" withdrawn from the list of reading at school in Lisów.Parents were concerned about ""occult and satanic practices""",Media: will be another movie about Harry Potter?
1483747474_1483905596,pl,pl,pl,pl,Szokujące informacje o Jarosławie Kaczyńskim. Wojciech Cejrowski OSTRO komentuje,Sensacyjny sondaż dla Faktu. PiS będzie rządzić tylko z Kukizem?,Shocking information about Jarosław Kaczyński.Wojciech Cejrowski fierce comments,Sensational survey for fact.PiS will only rule with Kukiz?
1483932534_1484007066,pl,pl,pl,pl,Sylwester Marzeń TVP 2: Viki Gabor wchodzi na scenę i... Organizatorzy zaliczyli przykrą wpadkę,Viki Gabor na Sylwestrze Marzeń TVP 2. Tę wpadkę zobaczyły miliony widzów! [WIDEO],New Year's Eve Dreams TVP 2: Viki Gabor enters the stage and ... The organizers scored a unpleasant slip,Viki Gabor on New Year's Eve Dreams TVP 2. This slip saw millions of spectators![VIDEO]
1483852453_1484187246,pl,pl,pl,pl,Zamiast Chanuki spotkanie ze środowiskami żydowskimi – Wolna Polska – Wiadomości,Rok 2020: Zmiany w rządzie są nieuniknione?,Instead of Chanuki Meeting with Jewish Environments - Free Poland - News,2020: Changes in the government are inevitable?
1483891574_1484044577,pl,pl,pl,pl,,, , 
1483878778_1483954849,pl,pl,pl,pl,"Mikrorachunek, biała lista z sankcjami, ulga na złe długi. Nowości w podatkach od 1 stycznia",,"Microwurach, white list with sanctions, relief for bad long.News in taxes from January 1", 
1483915134_1484212164,pl,pl,pl,pl,Papież przeprosił za swoje zachowanie w sylwestrowy wieczór,"Papież Franciszek przeprosił za „zły przykład”. Chodzi o uderzenie kobiety, która złapała go za rękę [WIDEO]",The Pope apologized for his behavior on a New Year's evening,"Pope Francis apologized for ""Angry example"".It's about hitting a woman who grabbed his hand [video]"
1483898156_1483973858,pl,pl,pl,pl,"Incydent w Watykanie. Wierna ciągnęła Franciszka, ten uderzył ją w dłoń","""Przepraszam za zły przykład, który dałem"". Papież Franciszek o incydencie w Watykanie","Incident in the Vatican.The faithful pulled Franciszek, he hit her in his hand","""I apologize for the wrong example I gave.""Pope Francis o Incycent in the Vatican"
1483772381_1483953973,pl,pl,pl,pl,"Dyskusyjny Klub Wiedzy: Cywilizacja, Społeczność, Jednostka",Warsztaty kulinarne Małego Sushi Mastera,"Discussion Knowledge Club: Civilization, Community, Unit",Little Sushi Master Culinary Workshops
1483896180_1483943089,pl,pl,pl,pl,,Sylwester w Poznaniu 2019: Czworo dzieci rannych od petard trafiło do szpitala przy ul. Krysiewicza, ,Sylwester in Poznań 2019: Four children injured from Petard went to the hospital at ul.Krytyiewicz
1483924970_1484091826,pl,pl,pl,pl,Sylwestrowy występ Michała Szpaka wzbudził kontrowersje. Wszystko przez stroje jego tancerzy. W TVP to by nie przeszło,"Widzom Sylwestra z Polsatem nagle odebrało mowę. Podczas hitu ""Mama ostrzegała"" dostrzegli dziwny szczegół",New Year's Eve show Michał Szpak aroused controversy.Everything through the costumes of his dancers.On TVP it would not be over,"See Sylwester with Polsat suddenly picked up speech.During the hit ""Mama warned"" noticed a strange detail"
1483934358_1484364995,pl,pl,pl,pl,Remont placów w centrum Nysy ruszy w tym roku. Miasto chce uczcić…,"Niedziele handlowe 2020. Kiedy zrobimy zakupy, a kiedy obowiązuje zakaz handlu?",Renovation of squares in the center of Nysa will start this year.The city wants to celebrate ...,"Shopping Sundays 2020. When do we do shopping, and when does not trade?"
1483917379_1484022936,pl,pl,pl,pl,Kary za brak OC w 2020 roku w górę,,Punishment for the lack of OC in 2020 up, 
1483874442_1484114568,pl,pl,pl,pl,Pijany kierowca uciekał przed policją. Auto uderzyło w ogrodzenie i budynek,"Wielki sukces polskiej policji. Zatrzymali 20-latka, który rzucił petardą",Drunk driver escaped from the police.The car hit a fence and building,The great success of the Polish police.They stopped a 20-year-old who threw a firecracker
1483881256_1483989128,pl,pl,pl,pl,Wyborcza.pl,"Pościg za pijanym kierowcą w sylwestrową noc, uszkodzony radiowóz", ,"Chase after a drunk driver on New Year's Eve night, damaged police car"
1483846060_1483953567,pl,pl,pl,pl,Pensja minimalna 2020. Ile na rękę? Najniższa płaca/minimalne wynagrodzenie: netto oraz brutto [1.01.2020 r.],PŁACA MINIMALNA 2020. Ile wyniesie na rękę? Jaka pensja minimalna od 1 stycznia 2020 roku? Stawki netto i brutto wypłat [1.1.2020],Minimum salary 2020. How much on hand?The lowest pay / minimum remuneration: net and gross [1.01.2020],"Minimum wage 2020. How much will it be over?What a minimum salary from January 1, 2020?Net and gross rate of withdrawals [1.1.2020]"
1483845978_1483790660,pl,pl,pl,pl,Nowy Rok. Mateusz Morawiecki składa życzenia na 2020 r.,Tak witaliśmy Nowy Rok 2020! Imprezy sylwestrowe w całej Polsce,New Year.Mateusz Morawiecki wishes for 2020.,So we welcomed the new year 2020!New Year's events throughout Poland
1483859320_1483994218,pl,pl,pl,pl,"Gdzie wypoczywają ci, którzy „martwią” się o klimat i ślad węglowy? Rabiej, Spurek i Śmiszek na zdjęciach","„Wygrana nie jest jej celem, są inne ważniejsze: układanki partyjne”. Michalik na nowy rok gani… opozycję","Where do you rest who ""worry"" about the climate and carbon footprint?RABIEJ, SPUREK AND SZIMISZEK IN PHOTOS","""The win is not a goal, there are other major: party puzzles.""Michalik for New Year Gani ... Opposition"
1483758715_1483855447,pl,pl,pl,pl,Zakaz handlu w Nowy Rok. Które sklepy będą otwarte 1 stycznia?,,Prohibition of trade in the New Year.Which stores will be open on January 1?, 
1483920312_1483942888,pl,pl,pl,pl,"Zdecydowany lider i trzy partie w Sejmie. Najnowszy sondaż dla ""Faktów"" TVN i TVN24",Sondaż wyborczy sondaż partyjny wybory parlamentarne,"A definite leader and three parties in the Sejm.Newest survey for ""Facts"" TVN and TVN24",Electoral poll. Party survey. Parliamentary elections
1483791873_1483873812,pl,pl,pl,pl,Drożyzna 2020. O tym Morawiecki wam nie powie. Już od nowego roku radykalny wzrost cen,Płaca minimalna 2020 - ile wyniesie pensja na rękę od stycznia? Najniższa krajowa netto i brutto,2020 DRIVE. TO Morawiecki will not say you.A radical price increase from the new year,Minimum wage 2020 - how much will we make a salary from January?Lowest domestic net and gross
1485132058_1483831854,pl,pl,pl,pl,"Citroen C5 Aircross: dres, kanapa i 5 gwiazdek",Kolejni zatrzymani w sprawie masakry mormonów,"CITROEN C5 AIRCROSS: Tracksuit, Sofa and 5 stars",Another detained on the Mormon massacre
1483905596_1483942888,pl,pl,pl,pl,Sensacyjny sondaż dla Faktu. PiS będzie rządzić tylko z Kukizem?,Sondaż wyborczy sondaż partyjny wybory parlamentarne,Sensational survey for fact.PiS will only rule with Kukiz?,Electoral poll. Party survey. Parliamentary elections
1483887079_1484364998,pl,pl,pl,pl,Sylwester 2019 / 2020. Tłumy na rzeszowskim Rynku przywitały Nowy Rok,"Urlop ojcowski 2020: wniosek, wymiar, komu przysługuje, kto płaci. Urlop ojcowski to nie urlop tacierzyński",Sylwester 2019 / 2020. Crowds in the Rzeszów market welcomed the New Year,"Paternity leave 2020: Conclusion, dimension, who is entitled Who pays.Paternity leave is not a tacier vacation"
1483792417_1483857913,pl,pl,pl,pl,,Sondaż: co trzeba zmienić w Polsce w 2020 roku?, ,Poll: What do you need to change in Poland in 2020?
1483806021_1484137629,pl,pl,pl,pl,Trump: Nie chcę i nie przewiduję wojny z Iranem,Gorąco w Iraku. Demonstranci oblegali ambasadę USA w Bagdadzie,Trump: I do not want to and not foresee war with Iran,Hot in Iraq.Demonstrators besieged the US Embassy in Baghdad
1483851360_1483970640,pl,pl,pl,pl,Beskidy: Spędzili noc w górach. Koczowali w szałasie,Lubelskie: Nowe ognisko ptasiej grypy. Wirus bardzo niebezpieczny,Beskids: They spent the night in the mountains.They bothered,Lubelskie: a new bird flu influenza.Very dangerous virus
1483778306_1483838407,pl,pl,pl,pl,Rok 2019 był uosobieniem odchodzącej dekady,Prezydent RP Andrzej Duda wygłosił noworoczne orędzie,2019 was the embodiment of a departing decade,President of the Republic of Poland Andrzej Duda delivered a New Year's message
1483818277_1483869597,pl,pl,pl,pl,,, , 
1483925213_1484350179,pl,pl,pl,pl,Powodzie w Indonezji zabiły co najmniej cztery osoby,Indonezja: Powódź w Dżakarcie. Ewakuowano tysiące ludzi,The floods in Indonesia killed at least four people,Indonesia: Flood in Jakarta.Thousands of people evacuated
1483789706_1483909572,pl,pl,pl,pl,Szokujące! Wściekły papież Franciszek. Zawył z bólu i… uderzył kobietę! To nagranie obiegło cały świat [VIDEO],Papież Franciszek uderzył kobietę na Placu Św. Piotra – Wolna Polska – Wiadomości,Shocking!Angry Pope Francis.He cut out of pain and ... he hit a woman!This recording circulated the whole world [video],Pope Francis hit a woman on Saint Square.Piotr - Free Poland - News
1483831128_1483866530,pl,pl,pl,pl,"Oblężenie ambasady amerykańskiej w Bagdadzie. Trump wini Iran: ""To nie ostrzeżenie, to groźba!"" [WIDEO]",Atak na ambasadę USA w Iraku. Ameryka wysyła dodatkowe wojska,"Siege of the American Embassy in Baghdad.Trump Wini Iran: ""This is not a warning, this threat!""[VIDEO]",Attack on the US Embassy in Iraq.America sends additional army
1483925832_1484168103,pl,pl,pl,pl,Rozpoczyna się kadencja Witolda Bańki jako szefa Światowej Agencji Antydopingowej,Unikatowa rehabilitacja dla pacjentów z niedowładem twarzy w szpitalu na Francuskiej,The Witold Buby's term of office as the head of the World Anti-Doping Agency begins,A unique rehabilitation for patients with face unwrapped in a French hospital
1483898139_1483953562,pl,pl,pl,pl,Pies został skradziony i znalazł się setki kilometrów od domu. Pomogli ochotnicy,,The dog was stolen and found himself hundreds of kilometers from the house.They helped volunteers, 
1483893888_1484034781,pl,pl,pl,pl,Skandaliczne porównanie Hanny Lis. Sylwester marzeń jak zbrodnia nazistów i sowietów,Hanna Lis obejrzała sylwestrowy koncert na TVP. Zestawiła Kurskiego z hitlerowcami,Scandalous Comparison of Hanna Lis.New Year's Eve dreams like a crime of Nazi and Soviets,Hanna Lis looked at the New Year's concert on TVP.She combined Kurski with Nazis
1483867914_1483898166,pl,pl,pl,pl,Przewodniczący Episkopatu na Nowy Rok: Wszystkim zdrowia i zbawienia,Czy w Nowy Rok katolicy muszą uczestniczyć we mszy świętej? Odpowiedź jest jednoznaczna,President of the Episcopate for the New Year: all health and salvation,Is Catholics to participate in the Mass?Answer is unambiguous
1483779142_1484204739,pl,pl,pl,pl,W życie wchodzi nowela ustawy o zapobieganiu zanieczyszczania morza przez statki,Noworoczny pokaz fajerwerów w Dubaju,The amendment of the Act on the prevention of sea pollution is entering into force,New Year's Fireworks show in Dubai
1483887576_1484250378,pl,pl,pl,pl,Grudziądzanie powitali nowy rok 2020 w plenerze [zdjęcia],Przesłanie Papieża na nowy rok: pokój jest drogą nadziei,Grudziądzi welcomed the new year 2020 in the open air [PHOTOS],Message of the Pope for the New Year: the room is the path of hope
1483758771_1483778306,pl,pl,pl,pl,Marketing internetowy: agencje podsumują 2019 rok i podają prognozy na 2020 rok,Rok 2019 był uosobieniem odchodzącej dekady,Internet marketing: Agencies summarize 2019 and give forecasts for 2020,2019 was the embodiment of a departing decade
1483798036_1483956019,pl,pl,pl,pl,Watykan: Papież stanowczym gestem uwolnił się z uścisku kobiety,"Papież: Przepraszam, straciłem cierpliwość, dałem zły przykład",Vatican: Pope firm gesture freed from a woman's embrace,"Pope: I'm sorry, I lost patience, I gave a bad example"
1483939960_1484364995,pl,pl,pl,pl,,"Niedziele handlowe 2020. Kiedy zrobimy zakupy, a kiedy obowiązuje zakaz handlu?", ,"Shopping Sundays 2020. When do we do shopping, and when does not trade?"
1483747000_1484140132,pl,pl,pl,pl,USA: Prezydent Trump: nie chcę i nie przewiduję wojny z Iranem,Irak: Wszyscy demonstranci opuścili okolice ambasady USA,USA: President Trump: I do not want to and not foresee war with Iran,Iraq: All demonstrators left the area of the US embassy
1483914687_1484057304,pl,pl,pl,pl,,Pożar kamienicy w Bytomiu w Sylwestra. Przez fajerwerki spłonęło mieszkanie. Jest wyłączone z użytkowania, ,A house of a tenement house in Bytom on New Year's Eve.A flat burned through fireworks.It is turned off from use
1483900954_1483988775,pl,pl,pl,pl,Jak działa e-recepta i jak ją zrealizować? Od 8 stycznia koniec z papierami,Jaki wpływ ma kieliszek szampana na zdrowie?,"How does e-recipes work and how to implement it?From January 8, the end with papers",What is the impact of a champagne for health?
1483836488_1483846060,pl,pl,pl,pl,,Pensja minimalna 2020. Ile na rękę? Najniższa płaca/minimalne wynagrodzenie: netto oraz brutto [1.01.2020 r.], ,Minimum salary 2020. How much on hand?The lowest pay / minimum remuneration: net and gross [1.01.2020]
1483870701_1484320801,pl,pl,pl,pl,Parki narodowe ratują nasze zdrowie i… portfele,Podlasie: właściciele prywatnej hodowli żubra chcą je odstrzelić,National parks rescue our health and ... wallets,Podlasie: owners of private bison breeding want to shoot them back
1483932731_1484125691,pl,pl,pl,pl,"Sylwester Marzeń jednak nie był idealny? Publiczność zdradziła kompromitujący fakt, Kurski będzie wściekły","Rekordowy 'Sylwester Marzeń'. Kurski: Doskonale czujemy, czego chcą Polacy!","New Year's Eve, however, was not perfect?The audience revealed a compromising fact, Kurski will be furious",Record 'New Year's Eve'.Kurski: We feel perfectly what Poles want!
1483787049_1484015950,pl,pl,pl,pl,Życzenia ambasador USA na 2020 rok,"Premier z żoną składają życzenia: Wszystkiego, co najlepsze",Wishes US Ambassador for 2020,The prime minister with his wife consists of wishes: all the best
1483859010_1483859003,pl,pl,pl,pl,42 złośliwe aplikacje znalezione i usunięte z Google Play. Odinstaluj je ze swojego smartfona [1.01.2020 r.],,42 Malicious applications found and deleted from Google Play.Uninstall them from your smartphone [1.01.2020], 
1483831806_1483962945,pl,pl,pl,pl,Ile zapłacimy w nowym roku za wywóz śmieci?,,How much will we pay in the New Year for garbage collection?, 
1483843306_1483811989,pl,pl,pl,pl,Ekspert: nowa dekada przyniesie nowe zagrożenia dla cyberbezpieczeństwa,"Wchodzi w życie ""lex Uber"". Prawo ma uporządkować rynek usług taksówkowych",Expert: New Decade will bring new threats to cyber security,"""Lex Uber"" enters into force.The law is to organize the taxi services market"
1483849915_1484383739,pl,pl,pl,pl,,, , 
1483918205_1484212164,pl,pl,pl,pl,"Papież przeprasza, że stracił cierpliwość w sylwestrowy wieczór. ""Dałem zły przykład""","Papież Franciszek przeprosił za „zły przykład”. Chodzi o uderzenie kobiety, która złapała go za rękę [WIDEO]","Pope apologizes that he lost patience on a New Year's evening.""I gave a bad example""","Pope Francis apologized for ""Angry example"".It's about hitting a woman who grabbed his hand [video]"
1483924982_1484118612,pl,pl,pl,pl,"Iga Lis zakończyła rok romantycznym zdjęciem z Taco Hemingwayem. ""My, 2019"". Tak słodko jeszcze nigdy nie było","Jarosław Bieniuk ma stanąć przed sądem, ale nie przejmuje się zarzutami. Na Instagramie pokazał urocze zdjęcie. ""Sylwester z trójką""","Iga Lis ended a year with a romantic photo with Taco Hemingway.""My, 2019"".It has never been so sweet","Jarosław Bieniuk is to stand before a court, but he does not worry about allegations.He showed a charming photo on Instagram.""Sylwester with three"""
1483849925_1484207749,pl,pl,pl,pl,,Sylwester w Szczecinie. Gorąca atmosfera na Jasnych Błoniach! Tak przywitaliśmy nowy rok! [ZDJĘCIA], ,New Year's Eve in Szczecin.Hot atmosphere on Jasna Błonia!So we welcomed the New Year![PICTURES]
1483943089_1483937809,pl,pl,pl,pl,Sylwester w Poznaniu 2019: Czworo dzieci rannych od petard trafiło do szpitala przy ul. Krysiewicza,Poznań: Petarda wybuchła w ręce sześciolatka. Chłopiec stracił fragment palca,Sylwester in Poznań 2019: Four children injured from Petard went to the hospital at ul.Krytyiewicz,Poznań: the firecracker broke out a six-year-old.The boy lost a fragment of the finger
1483849920_1483941834,pl,pl,pl,pl,,Rosyjskie trolle wyszły z głowy szwedzkiego ministra, ,The Russian trolls came out of the head of the Swedish minister
1483866541_1484156791,pl,pl,pl,pl,Wzrosły stawka godzinowa i pensja minimalna,"Od 1 stycznia będą obniżki podatków, uproszczenia i wsparcie dla przedsiębiorstw",The hourly rate and the minimum salary increased,"From January 1 will be tax reduction, simplification and support for enterprises"
1483822242_1484025279,pl,pl,pl,pl,"Zbigniew Kubalańca o tym, jak się zmieni i od czego się rozpocznie przebudowa Teatru im. Jana Kochanowskiego w Opolu",Mocna dawka pozytywnych emocji. Morsy Opole Aktywni przywitali…,Zbigniew Kubalańca about how it will change and from which the reconstruction of the Theater will start.Jan Kochanowski in Opole,A strong dose of positive emotions.Opole's blues active greeted ...
1483860221_1484142184,pl,pl,pl,pl,Lubelskie: Nowe ognisko ptasiej grypy. Wirus bardzo niebezpieczny,Ptasia grypa SZALEJE na Lubelszczyźnie. Wirus jest niebezpieczny dla ludzi!,Lubelskie: a new bird flu influenza.Very dangerous virus,Bird's influenza is crazy in the Lublin region.The virus is dangerous for people!
1483867300_1483800139,pl,pl,pl,pl,"Styczeń przesądzi o dalszych losach ""kapłana nacjonalistów""",Watykan. Incydent na pl. Świętego Piotra. Kobieta wykręciła papieżowi rękę,"January Performing for further fate ""Priest of nationalists""",Vatican.Incident on PL.Saint Peter.The woman turned the Pope's hand
1483927670_1484180786,pl,pl,pl,pl,Wiceminister MSZ: Jesteśmy w stanie odeprzeć atak Moskwy,Szeremietiew ironizuje ws. kłamstw Rosji,Deputy Minister Ministry of Foreign Affairs: We are able to spend Moscow's attack,Sheremetyev ironises on Russia's lies
1483943085_1484073754,pl,pl,pl,pl,,Od 1 stycznia w mieście działa tylko jedna apteka całodobowa, ,"From January 1, only one 24-hour pharmacy works in the city"
1483808624_1484144092,pl,pl,pl,pl,Zakończyła się kadencja Polski jako niestałego członka RB ONZ,Estonia rozpoczyna dwuletnią kadencję w Radzie Bezpieczeństwa ONZ,The term of Poland was completed as an unsteady member of the UN,Estonia begins a two-year term in the UN Security Council
1483769785_1484211536,pl,pl,pl,pl,"Nowy rok, nowy rozkład jazdy MZK. Nocne autobusy nie będą już jeździć do dzielnicy Nowe Miasto",2020 będzie rokiem podwyżek. Łapmy się już za portfele!,"New year, new MZK timetable.Night buses will no longer ride to the New Town district",2020 will be a year of increases.Let's paw for wallets!
1483839827_1484113388,pl,pl,pl,pl,Nie wszędzie można było świętować. Hongkong i Irak w Nowy Rok wchodzą protestami,Irak. Protestujący wycofali się spod amerykańskiej ambasady,Not everywhere you could celebrate.Hong Kong and Iraq in the New Year come with protests,Iraq.Protesters withdrew from the American embassy
1483758774_1483851626,pl,pl,pl,pl,Podwyżka dla szefa serwisu Netflix. Reed Hastings zarobi w 2020 roku ponad 34 miliony dolarów,Sondaż: co trzeba zmienić w Polsce w 2020 roku?,A hike for the head of NetFlix.Reed Hastings will earn over 34 million dollars in 2020,Poll: What do you need to change in Poland in 2020?
